 Re{Ex} Im{Ex} Re{Ey} Im{Ey} Re{Ez} Im{Ez} Re{Hx} Im{Hx} Re{Hy} Im{Hy} Re{Hz} Im{Hz}
 -0.15060257E-11  0.17693966E-11  0.55151189E-27 -0.26989622E-27  0.48535204E-12 -0.57248265E-12  0.43949438E-30  0.13552126E-30  0.18065630E-14 -0.78289667E-16 -0.52607136E-31 -0.76069253E-31
 -0.15822954E-11  0.23054565E-11  0.66316258E-27 -0.41288389E-27  0.50898227E-12 -0.80877748E-12  0.57497950E-30  0.10798983E-30  0.21824654E-14 -0.32232932E-15 -0.86410198E-31 -0.93084731E-31
 -0.15926863E-11  0.29797236E-11  0.78890622E-27 -0.61853565E-27  0.49266088E-12 -0.11267210E-11  0.74820048E-30  0.46508927E-31  0.26228309E-14 -0.69365209E-15 -0.13816654E-30 -0.11032509E-30
 -0.14976444E-11  0.38176469E-11  0.92397257E-27 -0.91364474E-27  0.40418495E-12 -0.15478894E-11  0.96556379E-30 -0.69899620E-31  0.31267315E-14 -0.12478124E-14 -0.21679089E-30 -0.12343984E-30
 -0.12462441E-11  0.48466377E-11  0.10566109E-26 -0.13367778E-26  0.19375803E-12 -0.20950326E-11  0.12308786E-29 -0.27254005E-30  0.36824596E-14 -0.20626154E-14 -0.33466575E-30 -0.12305669E-30
 -0.77668320E-12  0.60994227E-11  0.11619911E-26 -0.19433046E-26 -0.21349261E-12 -0.27882524E-11  0.15414157E-29 -0.60696494E-30  0.42585684E-14 -0.32462048E-14 -0.50786330E-30 -0.90799713E-31
 -0.17932010E-13  0.76253417E-11  0.11914133E-26 -0.28121856E-26 -0.92713808E-12 -0.36376418E-11  0.18810506E-29 -0.11376546E-29  0.47890595E-14 -0.49476651E-14 -0.75507773E-30  0.70551032E-32
  0.11101849E-11  0.95193434E-11  0.10534348E-26 -0.40548046E-26 -0.21031843E-11 -0.46303592E-11  0.22088956E-29 -0.19530770E-29  0.51490986E-14 -0.73707377E-14 -0.10936869E-29  0.22924738E-30
  0.27082630E-11  0.11987217E-10  0.58098578E-27 -0.58259659E-26 -0.39574400E-11 -0.57093684E-11  0.24411160E-29 -0.31702671E-29  0.51152242E-14 -0.10791401E-13 -0.15300801E-29  0.67361317E-30
  0.49474684E-11  0.15481131E-10 -0.52632701E-27 -0.83368640E-26 -0.67794357E-11 -0.67403038E-11  0.24225508E-29 -0.49373165E-29  0.42995379E-14 -0.15580385E-13 -0.20391961E-29  0.14966273E-29
  0.82290566E-11  0.20967132E-10 -0.28055892E-26 -0.11869407E-25 -0.10945495E-10 -0.74622973E-11  0.18829490E-29 -0.74311027E-29  0.20385046E-14 -0.22232514E-13 -0.25243484E-29  0.29390775E-29
  0.13628591E-10  0.30436479E-10 -0.72231941E-26 -0.16790923E-25 -0.16931079E-10 -0.74185559E-11  0.36906540E-30 -0.10846153E-28 -0.28019261E-14 -0.31406730E-13 -0.27411831E-29  0.53575962E-29
  0.24066561E-10  0.47869211E-10 -0.15556508E-25 -0.23568731E-25 -0.25331173E-10 -0.58638266E-11 -0.28641635E-29 -0.15368720E-28 -0.12186807E-13 -0.43985479E-13 -0.21547061E-29  0.92599720E-29
  0.47374387E-10  0.81059601E-10 -0.31218384E-25 -0.32787463E-25 -0.36931790E-10 -0.16507126E-11 -0.90402331E-29 -0.21127776E-28 -0.29629764E-13 -0.61173636E-13  0.33624773E-30  0.15339194E-28
  0.10462609E-09  0.14518041E-09 -0.61251080E-25 -0.45185068E-25 -0.53007373E-10  0.68882931E-11 -0.20217043E-28 -0.28111085E-28 -0.61762177E-13 -0.84685605E-13  0.69643797E-29  0.24496751E-28
  0.25474229E-09  0.27019415E-09 -0.12188314E-24 -0.61767677E-25 -0.76572577E-10  0.21994630E-10 -0.40065912E-28 -0.36026465E-28 -0.12219451E-12 -0.11714423E-12  0.22387156E-28  0.37839445E-28
  0.67803079E-09  0.51796895E-09 -0.25707377E-24 -0.84217788E-25 -0.11810461E-09  0.46185496E-10 -0.75858932E-28 -0.44061582E-28 -0.24257275E-12 -0.16303636E-12  0.57162175E-28  0.56623516E-28
  0.20279521E-08  0.10284367E-08 -0.61738277E-24 -0.11640210E-24 -0.22784244E-09  0.80123505E-10 -0.14440693E-27 -0.50378147E-28 -0.51155005E-12 -0.23134082E-12  0.13941124E-27  0.82082697E-28
  0.74793889E-08  0.21717253E-08 -0.19392253E-23 -0.17019226E-24 -0.76968426E-09  0.10837299E-09 -0.29206639E-27 -0.50510890E-28 -0.12632710E-11 -0.34436170E-12  0.36810616E-27  0.11475945E-27
  0.39772593E-07  0.50580342E-08 -0.10521772E-22 -0.27379550E-24 -0.74166783E-08 -0.34687588E-10 -0.60731648E-27 -0.28330531E-28 -0.46643357E-11 -0.57788825E-12  0.12799530E-26  0.14772424E-27
 -0.33076536E-06  0.49345377E-08 -0.20205200E-22  0.30268513E-24  0.50361869E-24  0.45087753E-26  0.16342166E-26  0.64093032E-28 -0.26673080E-10 -0.10464171E-11  0.79721862E-12  0.23055554E-13
  0.39772593E-07  0.50580342E-08 -0.18836781E-23  0.11521168E-24  0.74166783E-08  0.34687588E-10 -0.12033367E-28  0.14146789E-28 -0.46643357E-11 -0.57788825E-12 -0.42665102E-27 -0.49241415E-28
  0.74793889E-08  0.21717253E-08 -0.34108810E-24  0.31922459E-25  0.76968426E-09 -0.10837299E-09 -0.45786771E-28 -0.27795817E-29 -0.12632710E-11 -0.34436170E-12 -0.12270205E-27 -0.38253149E-28
  0.20279521E-08  0.10284367E-08 -0.12301009E-24  0.31816920E-26  0.22784244E-09 -0.80123505E-10 -0.27253373E-28 -0.73490224E-29 -0.51155005E-12 -0.23134082E-12 -0.46470415E-28 -0.27360899E-28
  0.67803079E-09  0.51796895E-09 -0.58012983E-25 -0.69282953E-26  0.11810461E-09 -0.46185496E-10 -0.15384113E-28 -0.80317954E-29 -0.24257275E-12 -0.16303636E-12 -0.19054058E-28 -0.18874505E-28
  0.25474229E-09  0.27019415E-09 -0.30228735E-25 -0.95594790E-26  0.76572577E-10 -0.21994630E-10 -0.83671334E-29 -0.72268114E-29 -0.12219451E-12 -0.11714423E-12 -0.74623855E-29 -0.12613148E-28
  0.10462609E-09  0.14518041E-09 -0.16146026E-25 -0.91351986E-26  0.53007373E-10 -0.68882931E-11 -0.42177860E-29 -0.59133631E-29 -0.61762177E-13 -0.84685605E-13 -0.23214599E-29 -0.81655837E-29
  0.47374387E-10  0.81059601E-10 -0.84722316E-26 -0.76201749E-26  0.36931790E-10  0.16507126E-11 -0.18038779E-29 -0.45453888E-29 -0.29629764E-13 -0.61173636E-13 -0.11208258E-30 -0.51130647E-29
  0.24066561E-10  0.47869211E-10 -0.42030681E-26 -0.59021479E-26  0.25331173E-10  0.58638266E-11 -0.45723672E-30 -0.33273508E-29 -0.12186807E-13 -0.43985479E-13  0.71823537E-30 -0.30866573E-29
  0.13628591E-10  0.30436479E-10 -0.18513910E-26 -0.43545099E-26  0.16931079E-10  0.74185559E-11  0.23740079E-30 -0.23333128E-29 -0.28019261E-14 -0.31406730E-13  0.91372771E-30 -0.17858654E-29
  0.82290566E-11  0.20967132E-10 -0.59927346E-27 -0.31005579E-26  0.10945495E-10  0.74622973E-11  0.54443473E-30 -0.15694683E-29  0.20385046E-14 -0.22232514E-13  0.84144948E-30 -0.97969251E-30
  0.49474684E-11  0.15481131E-10  0.26521042E-28 -0.21469907E-26  0.67794357E-11  0.67403038E-11  0.63200308E-30 -0.10097565E-29  0.42995379E-14 -0.15580385E-13  0.67973203E-30 -0.49887575E-30
  0.27082630E-11  0.11987217E-10  0.30421745E-27 -0.14526517E-26  0.39574400E-11  0.57093684E-11  0.60489389E-30 -0.61623389E-30  0.51152242E-14 -0.10791401E-13  0.51002672E-30 -0.22453772E-30
  0.11101849E-11  0.95193434E-11  0.39646442E-27 -0.96300710E-27  0.21031843E-11  0.46303592E-11  0.52610430E-30 -0.35014067E-30  0.51490986E-14 -0.73707377E-14  0.36456228E-30 -0.76415794E-31
 -0.17932010E-13  0.76253417E-11  0.39640574E-27 -0.62611686E-27  0.92713808E-12  0.36376418E-11  0.43151997E-30 -0.17724679E-30  0.47890595E-14 -0.49476651E-14  0.25169258E-30 -0.23517011E-32
 -0.77668320E-12  0.60994227E-11  0.35562496E-27 -0.39878026E-27  0.21349261E-12  0.27882524E-11  0.33996382E-30 -0.69806501E-31  0.42585684E-14 -0.32462048E-14  0.16928777E-30  0.30266571E-31
 -0.12462441E-11  0.48466377E-11  0.30133000E-27 -0.24774530E-27 -0.19375803E-12  0.20950326E-11  0.25996911E-30 -0.66475057E-32  0.36824596E-14 -0.20626154E-14  0.11155525E-30  0.41018898E-31
 -0.14976444E-11  0.38176469E-11  0.24685468E-27 -0.14870595E-27 -0.40418495E-12  0.15478894E-11  0.19421654E-30  0.27637775E-31  0.31267315E-14 -0.12478124E-14  0.72263630E-31  0.41146613E-31
 -0.15926863E-11  0.29797236E-11  0.19795280E-27 -0.84541583E-28 -0.49266088E-12  0.11267210E-11  0.14233211E-30  0.43818936E-31  0.26228309E-14 -0.69365209E-15  0.46055513E-31  0.36775030E-31
 -0.15822954E-11  0.23054565E-11  0.15646243E-27 -0.43515632E-28 -0.50898227E-12  0.80877748E-12  0.10256819E-30  0.49154597E-31  0.21824654E-14 -0.32232932E-15  0.28803399E-31  0.31028244E-31
 -0.15060257E-11  0.17693966E-11  0.12235898E-27 -0.17735876E-28 -0.48535204E-12  0.57248265E-12  0.72751408E-31  0.48369658E-31  0.18065630E-14 -0.78289667E-16  0.17535712E-31  0.25356418E-31
 -0.13928973E-11  0.13477795E-11  0.94850391E-28 -0.19601046E-29 -0.44195875E-12  0.39912163E-12  0.50770511E-31  0.44432839E-31  0.14906035E-14  0.77856166E-16  0.10209863E-31  0.20331027E-31
 -0.12630435E-11  0.10190865E-11  0.72923682E-28  0.72732313E-29 -0.39099433E-12  0.27332317E-12  0.34790493E-31  0.39138561E-31  0.12277128E-14  0.17385204E-15  0.54661019E-32  0.16097652E-31
 -0.11296306E-11  0.76455454E-12  0.55591906E-28  0.12249318E-28 -0.33946292E-12  0.18291944E-12  0.23314807E-31  0.33521896E-31  0.10103921E-14  0.22911433E-15  0.24173072E-32  0.12618858E-31
 -0.10006837E-11  0.56838205E-12  0.41987135E-28  0.14482869E-28 -0.29109371E-12  0.11853102E-12  0.15171297E-31  0.28142667E-31  0.83142822E-15  0.25714364E-15  0.48965684E-33  0.97949911E-32
 -0.88063270E-12  0.41764510E-12  0.31380697E-28  0.14984096E-28 -0.24761261E-12  0.73070963E-13  0.94661334E-32  0.23273106E-31  0.68432241E-15  0.26726316E-15 -0.68916907E-33  0.75181259E-32
 -0.77152219E-12  0.30201928E-12  0.23173417E-28  0.14430366E-28 -0.20956828E-12  0.41267036E-13  0.55297232E-32  0.19017801E-31  0.56344565E-15  0.26586307E-15 -0.13641285E-32  0.56920339E-32
 -0.67389999E-12  0.21340622E-12  0.16876604E-28  0.13276471E-28 -0.17685583E-12  0.19245437E-13  0.28662236E-32  0.15388027E-31  0.46404574E-15  0.25728605E-15 -0.16999080E-32  0.42366142E-32
 -0.58743784E-12  0.14553929E-12  0.12092729E-28  0.11825920E-28 -0.14904010E-12  0.41886386E-14  0.11111446E-32  0.12346463E-31  0.38217995E-15  0.24445416E-15 -0.18099119E-32  0.30863535E-32
 -0.51134412E-12  0.93614474E-13  0.84988503E-29  0.10277833E-28 -0.12554877E-12 -0.59353359E-14 -0.21564549E-35  0.98332910E-32  0.31461624E-15  0.22931037E-15 -0.17738077E-32  0.21873098E-32
 -0.44462512E-12  0.53969471E-13  0.58332272E-29  0.87585832E-29 -0.10578262E-12 -0.12581484E-13 -0.66799891E-33  0.77809541E-32  0.25872659E-15  0.21312789E-15 -0.16481716E-32  0.14943945E-32
 -0.38624143E-12  0.23818407E-13  0.38846474E-29  0.73437550E-29 -0.89174319E-13 -0.16785402E-13 -0.10274042E-32  0.61221742E-32  0.21238519E-15  0.19672571E-15 -0.14731255E-32  0.96942113E-33
 -0.33519478E-12  0.10403156E-14  0.24837920E-29  0.60737610E-29 -0.75215923E-13 -0.19280539E-13 -0.11821239E-32  0.47940704E-32  0.17387712E-15  0.18061775E-15 -0.12766962E-32  0.57984698E-33
 -0.29057073E-12 -0.15985144E-13  0.14960907E-29  0.49651339E-29 -0.63468298E-13 -0.20584386E-13 -0.12049531E-32  0.37400602E-32  0.14181976E-15  0.16511527E-15 -0.10778726E-32  0.29798187E-33
 -0.25155489E-12 -0.28502808E-13  0.81568529E-30  0.40187387E-29 -0.53560367E-13 -0.21061164E-13 -0.11473329E-32  0.29105205E-32  0.11509700E-15  0.15039658E-15 -0.88888380E-33  0.10045164E-33
 -0.21743389E-12 -0.37475966E-13  0.36026775E-30  0.32257145E-29 -0.45183281E-13 -0.20966997E-13 -0.10449845E-32  0.22627670E-32  0.92805301E-16  0.13655396E-15 -0.71696598E-33 -0.32230012E-34
 -0.18758865E-12 -0.43656244E-13  0.66654515E-31  0.25717069E-29 -0.38082457E-13 -0.20482171E-13 -0.92211337E-33  0.17606651E-32  0.74210017E-16  0.12362490E-15 -0.56575506E-33 -0.11606158E-33
 -0.16148419E-12 -0.47635257E-13 -0.11298801E-30  0.20398096E-29 -0.32049176E-13 -0.19733994E-13 -0.79455839E-33  0.13740535E-32  0.58710627E-16  0.11161261E-15 -0.43638094E-33 -0.16395665E-33
 -0.13865850E-12 -0.49882703E-13 -0.21432970E-30  0.16125337E-29 -0.26912658E-13 -0.18812843E-13 -0.67215786E-33  0.10780825E-32  0.45813186E-16  0.10049934E-15 -0.32831290E-33 -0.18615198E-33
 -0.11871199E-12 -0.50774453E-13 -0.26353066E-30  0.12730588E-29 -0.22533037E-13 -0.17783361E-13 -0.56052255E-33  0.85253235E-33  0.35108718E-16  0.90254753E-16 -0.23999669E-33 -0.19060954E-33
 -0.10129794E-12 -0.50613349E-13 -0.27941978E-30  0.10059643E-29 -0.18795383E-13 -0.16692197E-13 -0.46235744E-33  0.68114951E-33  0.26256323E-16  0.80841326E-16 -0.16931970E-33 -0.18339841E-33
 -0.86114298E-13 -0.49644685E-13 -0.27525625E-30  0.79759683E-30 -0.15604762E-13 -0.15573337E-13 -0.37843709E-33  0.55102420E-33  0.18970018E-16  0.72217572E-16 -0.11393818E-33 -0.16904423E-33
 -0.72896772E-13 -0.48067853E-13 -0.26013283E-30  0.63619050E-30 -0.12882233E-13 -0.14451749E-13 -0.30831540E-33  0.45202505E-33  0.13008480E-16  0.64340073E-16 -0.71496768E-34 -0.15083872E-33
 -0.61413145E-13 -0.46045190E-13 -0.24007745E-30  0.51182992E-30 -0.10561661E-13 -0.13345878E-13 -0.25083234E-33  0.37629681E-33  0.81670367E-17  0.57164705E-16 -0.39767032E-34 -0.13110578E-33
 -0.51458578E-13 -0.43708804E-13 -0.21890556E-30  0.41631791E-30 -0.85872031E-14 -0.12269354E-13 -0.20446696E-33  0.31782373E-33  0.42713800E-17  0.50647401E-16 -0.16726832E-34 -0.11142454E-33
 -0.42851791E-13 -0.41165911E-13 -0.19887009E-30  0.34299350E-30 -0.69113483E-14 -0.11232178E-13 -0.16757538E-33  0.27205698E-33  0.11725951E-17  0.44744642E-16 -0.59812787E-36 -0.92812289E-34
 -0.35431936E-13 -0.38503090E-13 -0.18114981E-30  0.28653020E-30 -0.54933861E-14 -0.10241546E-13 -0.13854399E-33  0.23560200E-33 -0.12568072E-17  0.39413791E-16  0.10143223E-34 -0.75871464E-34
 -0.29056020E-13 -0.35789718E-13 -0.16621037E-30  0.24273387E-30 -0.42982196E-14 -0.93024493E-14 -0.11588146E-33  0.20596029E-33 -0.31260952E-17  0.34613343E-16  0.16775599E-34 -0.60905651E-34
 -0.23596778E-13 -0.33080788E-13 -0.15406647E-30  0.20835237E-30 -0.32954378E-14 -0.84181120E-14 -0.98267676E-34  0.18131928E-33 -0.45289365E-17  0.30303125E-16  0.20350393E-34 -0.48009629E-34
 -0.18940891E-13 -0.30419260E-13 -0.14446837E-30  0.18090320E-30 -0.24585871E-14 -0.75903333E-14 -0.84573043E-34  0.16038381E-33 -0.55455706E-17  0.26444453E-16  0.21716334E-34 -0.37138023E-34
 -0.14987465E-13 -0.27838026E-13 -0.13703109E-30  0.15852233E-30 -0.17645938E-14 -0.68197544E-14 -0.73858552E-34  0.14224278E-33 -0.62446316E-17  0.23000275E-16  0.21545923E-34 -0.28156748E-34
 -0.11646732E-13 -0.25361589E-13 -0.13132108E-30  0.13983460E-30 -0.11932987E-14 -0.61060795E-14 -0.65363833E-34  0.12626526E-33 -0.66846966E-17  0.19935280E-16  0.20361744E-34 -0.20880772E-34
 -0.88389139E-14 -0.23007483E-13 -0.12691148E-30  0.12384486E-30 -0.72707765E-15 -0.54482614E-14 -0.58488541E-34  0.11202061E-33 -0.69156145E-17  0.17215985E-16  0.18561282E-34 -0.15101185E-34
 -0.64932208E-14 -0.20787494E-13 -0.12341507E-30  0.10984828E-30 -0.35052577E-15 -0.48446586E-14 -0.52770715E-34  0.99218083E-34 -0.69796555E-17  0.14810802E-16  0.16439487E-34 -0.10604015E-34
 -0.45469550E-14 -0.18708705E-13 -0.12050133E-30  0.97357595E-31 -0.50190668E-16 -0.42931718E-14 -0.47864557E-34  0.87661945E-34 -0.69125126E-17  0.12690074E-16  0.14208724E-34 -0.71827644E-35
 -0.29447075E-14 -0.16774389E-13 -0.11790271E-30  0.86045065E-31  0.18565639E-15 -0.37913602E-14 -0.43519187E-34  0.77218767E-34 -0.67441784E-17  0.10826090E-16  0.12016019E-34 -0.46462539E-35
 -0.16376284E-14 -0.14984772E-13 -0.11541399E-30  0.75696999E-31  0.36721969E-15 -0.33365424E-14 -0.39559294E-34  0.67794139E-34 -0.64997139E-17  0.91930784E-17  0.99576768E-35 -0.28230149E-35
 -0.58276370E-15 -0.13337680E-13 -0.11288723E-30  0.66178730E-31  0.50335426E-15 -0.29258812E-14 -0.35868135E-34  0.59316555E-34 -0.61999250E-17  0.77671787E-17  0.80914592E-35 -0.15632118E-35
  0.25755025E-15 -0.11829095E-13 -0.11022446E-30  0.57408175E-31  0.60172130E-15 -0.25564556E-14 -0.32373063E-34  0.51726688E-34 -0.58619574E-17  0.65263963E-17  0.64465601E-35 -0.73884501E-36
  0.91623965E-15 -0.10453608E-13 -0.10736930E-30  0.49336332E-31  0.66892678E-15 -0.22253208E-14 -0.29033503E-34  0.44970592E-34 -0.54998190E-17  0.54505412E-17  0.50316396E-35 -0.24281073E-36
  0.14219985E-14 -0.92048154E-14 -0.10429860E-30  0.41933287E-31  0.71064559E-15 -0.19295567E-14 -0.25831244E-34  0.38995736E-34 -0.51248388E-17  0.45211551E-17  0.38411825E-35  0.12749459E-37
  0.17997498E-14 -0.80756301E-14 -0.10101449E-30  0.35178513E-31  0.73173286E-15 -0.16663069E-14 -0.22762778E-34  0.33748993E-34 -0.47460685E-17  0.37214293E-17  0.28604364E-35  0.98490854E-37
  0.20710651E-14 -0.70585502E-14 -0.97537334E-31  0.29054460E-31  0.73632387E-15 -0.14328096E-14 -0.19833425E-34  0.29175948E-34 -0.43706332E-17  0.30361142E-17  0.20691660E-35  0.70069772E-37
  0.22545470E-14 -0.61458694E-14 -0.93899683E-31  0.23542599E-31  0.72792361E-15 -0.12264200E-14 -0.17052977E-34  0.25221016E-34 -0.40040374E-17  0.24514260E-17  0.14444358E-35 -0.29650524E-37
  0.23661746E-14 -0.53298483E-14 -0.90141238E-31  0.18621267E-31  0.70948689E-15 -0.10446274E-14 -0.14432570E-34  0.21828046E-34 -0.36504299E-17  0.19549499E-17  0.96260961E-36 -0.16849887E-36
  0.24196167E-14 -0.46028481E-14 -0.86304879E-31  0.14264762E-31  0.68348999E-15 -0.88506621E-15 -0.11982578E-34  0.18941140E-34 -0.33128331E-17  0.15355425E-17  0.60072927E-36 -0.32306645E-36
  0.24265138E-14 -0.39574345E-14 -0.82433602E-31  0.10443307E-31  0.65199440E-15 -0.74552248E-15 -0.97112714E-35  0.16505527E-34 -0.29933411E-17  0.11832357E-17  0.33741054E-36 -0.47698451E-36
  0.23967313E-14 -0.33864552E-14 -0.78568286E-31  0.71235337E-32  0.61670342E-15 -0.62393679E-15 -0.76240925E-35  0.14468391E-34 -0.26932885E-17  0.88914222E-18  0.15337128E-36 -0.61942394E-36
  0.23385863E-14 -0.28830959E-14 -0.74746161E-31  0.42692840E-32  0.57901240E-15 -0.51840415E-15 -0.57233662E-35  0.12779573E-34 -0.24133961E-17  0.64536454E-18  0.31686939E-37 -0.74381601E-36
  0.22590502E-14 -0.24409185E-14 -0.70999853E-31  0.18425382E-32  0.54005291E-15 -0.42717132E-15 -0.40083266E-35  0.11392131E-34 -0.21538934E-17  0.44490727E-18 -0.42150088E-37 -0.84678326E-36
  0.21639290E-14 -0.20538851E-14 -0.67356901E-31 -0.19563406E-33  0.50073170E-15 -0.34863239E-15 -0.24753561E-35  0.10262735E-34 -0.19146230E-17  0.28159430E-18 -0.80306455E-37 -0.92726326E-36
  0.20580229E-14 -0.17163695E-14 -0.63839619E-31 -0.18841850E-32  0.46176482E-15 -0.28132290E-15 -0.11183529E-35  0.93519123E-35 -0.16951282E-17  0.14999059E-18 -0.92771694E-37 -0.98580447E-36
  0.19452673E-14 -0.14231598E-14 -0.60465236E-31 -0.32613051E-32  0.42370741E-15 -0.22391295E-15  0.70832425E-37  0.86241578E-35 -0.14947264E-17  0.45328973E-19 -0.87573751E-37 -0.10240120E-35
  0.18288579E-14 -0.11694535E-14 -0.57246215E-31 -0.43637712E-32  0.38697964E-15 -0.17519960E-15  0.11019395E-35  0.80479165E-35 -0.13125697E-17 -0.36557981E-19 -0.71019340E-37 -0.10441215E-35
  0.17113596E-14 -0.95084695E-15 -0.54190699E-31 -0.52264336E-32  0.35188921E-15 -0.13409891E-15  0.19858505E-35  0.75954762E-35 -0.11476955E-17 -0.99300925E-19 -0.47939700E-37 -0.10486796E-35
  0.15948019E-14 -0.76332020E-15 -0.51303028E-31 -0.58818392E-32  0.31865074E-15 -0.99637719E-16  0.27341750E-35  0.72427820E-35 -0.99906705E-18 -0.14605174E-18 -0.21928396E-37 -0.10403131E-35
  0.14807630E-14 -0.60321935E-15 -0.48584277E-31 -0.63599810E-32  0.28740249E-15 -0.70945456E-16  0.33588815E-35  0.69691966E-35 -0.86560728E-18 -0.17953664E-18  0.44375688E-38 -0.10215675E-35
  0.13704421E-14 -0.46723634E-15 -0.46032805E-31 -0.66881582E-32  0.25822071E-15 -0.47246011E-16  0.38719807E-35  0.67572236E-35 -0.74622482E-18 -0.20210464E-18  0.29398476E-37 -0.99480210E-36
  0.12647222E-14 -0.35238767E-15 -0.43644771E-31 -0.68909311E-32  0.23113179E-15 -0.27849880E-16  0.42852647E-35  0.65922109E-35 -0.63983530E-18 -0.21577151E-18  0.51836918E-37 -0.96212780E-36
  0.11642243E-14 -0.25599236E-15 -0.41414618E-31 -0.69901532E-32  0.20612267E-15 -0.12146586E-16  0.46100996E-35  0.64620461E-35 -0.54537749E-18 -0.22225967E-18  0.71127664E-37 -0.92537682E-36
  0.10693546E-14 -0.17564987E-15 -0.39335502E-31 -0.70050639E-32  0.18314953E-15  0.40252651E-18  0.48572684E-35  0.63568549E-35 -0.46182562E-18 -0.22303400E-18  0.87011602E-37 -0.88609589E-36
  0.98034389E-15 -0.10921813E-15 -0.37399679E-31 -0.69524266E-32  0.16214523E-15  0.10271104E-16  0.50368592E-35  0.62687107E-35 -0.38819841E-18 -0.21933413E-18  0.99492057E-37 -0.84555568E-36
  0.89728213E-15 -0.54792255E-16 -0.35598825E-31 -0.68466983E-32  0.14302535E-15  0.17874170E-16  0.51581932E-35  0.61913607E-35 -0.32356539E-18 -0.21220332E-18  0.10875134E-36 -0.80477075E-36
  0.82014716E-15 -0.10683978E-16 -0.33924317E-31 -0.67002188E-32  0.12569332E-15  0.23574077E-16  0.52297859E-35  0.61199727E-35 -0.26705097E-18 -0.20251415E-18  0.11508505E-36 -0.76452596E-36
  0.74882929E-15  0.24597939E-16 -0.32367454E-31 -0.65234110E-32  0.11004459E-15  0.27686018E-16  0.52593360E-35  0.60509053E-35 -0.21783678E-18 -0.19099154E-18  0.11885164E-36 -0.72540578E-36
  0.68315188E-15  0.52366234E-16 -0.30919637E-31 -0.63249829E-32  0.95970010E-16  0.30483108E-16  0.52537362E-35  0.59815021E-35 -0.17516257E-18 -0.17823295E-18  0.12043490E-36 -0.68782432E-36
  0.62288850E-15  0.73772545E-16 -0.29572509E-31 -0.61121256E-32  0.83358610E-16  0.32201049E-16  0.52191013E-35  0.59099099E-35 -0.13832587E-18 -0.16472641E-18  0.12021690E-36 -0.65205442E-36
  0.56777721E-15  0.89823626E-16 -0.28318056E-31 -0.58907035E-32  0.72099736E-16  0.33042382E-16  0.51608083E-35  0.58349206E-35 -0.10668094E-18 -0.15086636E-18  0.11855961E-36 -0.61825462E-36
  0.51753232E-15  0.10139640E-15 -0.27148684E-31 -0.56654323E-32  0.62084777E-16  0.33180364E-16  0.50835452E-35  0.57558353E-35 -0.79636880E-19 -0.13696745E-18  0.11579316E-36 -0.58649347E-36
  0.47185398E-15  0.10925181E-15 -0.26057262E-31 -0.54400438E-32  0.53208459E-16  0.32762474E-16  0.49913654E-35  0.56723488E-35 -0.56655364E-19 -0.12327681E-18  0.11220933E-36 -0.55677074E-36
  0.43043590E-15  0.11404763E-15 -0.25037150E-31 -0.52174353E-32  0.45369814E-16  0.31913578E-16  0.48877445E-35  0.55844531E-35 -0.37247974E-19 -0.10998462E-18  0.10805893E-36 -0.52903563E-36
  0.39297158E-15  0.11635001E-15 -0.24082208E-31 -0.49998034E-32  0.38472875E-16  0.30738777E-16  0.47756374E-35  0.54923576E-35 -0.20973309E-19 -0.97233353E-19  0.10355190E-36 -0.50320185E-36
  0.35915911E-15  0.11664416E-15 -0.23186796E-31 -0.47887630E-32  0.32427132E-16  0.29325958E-16  0.46575350E-35  0.53964236E-35 -0.74339727E-20 -0.85125761E-19  0.98859415E-37 -0.47915999E-36
  0.32870497E-15  0.11534394E-15 -0.22345754E-31 -0.45854513E-32  0.27147815E-16  0.27748074E-16  0.45355177E-35  0.52971122E-35  0.37265055E-20 -0.73731815E-19  0.94117158E-37 -0.45678734E-36
  0.30132675E-15  0.11280052E-15 -0.21554385E-31 -0.43906179E-32  0.22556014E-16  0.26065171E-16  0.44113069E-35  0.51949430E-35  0.12826736E-19 -0.63094634E-19  0.89429309E-37 -0.43595543E-36
  0.27675527E-15  0.10931022E-15 -0.20808429E-31 -0.42047019E-32  0.18578686E-16  0.24326188E-16  0.42863112E-35  0.50904621E-35  0.20150485E-19 -0.53235576E-19  0.84872813E-37 -0.41653577E-36
  0.25473590E-15  0.10512151E-15 -0.20104035E-31 -0.40278977E-32  0.15148566E-16  0.22570549E-16  0.41616704E-35  0.49842179E-35  0.25949593E-19 -0.44158585E-19  0.80501646E-37 -0.39840389E-36
  0.23502943E-15  0.10044130E-15 -0.19437725E-31 -0.38602096E-32  0.12204003E-16  0.20829565E-16  0.40382937E-35  0.48767433E-35  0.30446786E-19 -0.35853872E-19  0.76350885E-37 -0.38144213E-36
  0.21741252E-15  0.95440490E-16 -0.18806370E-31 -0.37014981E-32  0.96887425E-17  0.19127663E-16  0.39168946E-35  0.47685434E-35  0.33838338E-19 -0.28301034E-19  0.72440438E-37 -0.36554143E-36
  0.20167776E-15  0.90258954E-16 -0.18207154E-31 -0.35515170E-32  0.75516711E-17  0.17483467E-16  0.37980222E-35  0.46600867E-35  0.36296592E-19 -0.21471658E-19  0.68778378E-37 -0.35060214E-36
